FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.6553394,POINT (16.347286787763757 48.20433446499762),6553394,,7,Burggasse 70,8,0
FAHRRADABSTELLANLAGEOGD.6553395,POINT (16.366744918468285 48.17948593284928),6553395,,10,Hasengasse 38,6,0
FAHRRADABSTELLANLAGEOGD.6553396,POINT (16.367194664840873 48.17744138816799),6553396,,10,Herzgasse 18,4,0
FAHRRADABSTELLANLAGEOGD.6553397,POINT (16.37594221288336 48.180264716760405),6553397,,10,Raaber-Bahn-Gasse 16,6,0
FAHRRADABSTELLANLAGEOGD.6553398,POINT (16.359509083719416 48.17972235709759),6553398,,10,"Triester Straße ggü. 1, Matzleinsdorfer Platz",8,0
FAHRRADABSTELLANLAGEOGD.6553399,POINT (16.37563228919479 48.177558795771404),6553399,,10,Senefeldergasse 6,6,0
FAHRRADABSTELLANLAGEOGD.6553400,POINT (16.260999587290794 48.19503210035331),6553400,,13,"Auhofstraße 192, Pfeiffenbergergasse",4,0
FAHRRADABSTELLANLAGEOGD.6553401,POINT (16.37842669032267 48.173365919959664),6553401,,10,Reumannplatz ggü. 6,14,0
FAHRRADABSTELLANLAGEOGD.6553402,POINT (16.374891187599424 48.182907359218554),6553402,,10,"Reisingergasse 9, Favoritenstraße",14,0
FAHRRADABSTELLANLAGEOGD.6553403,POINT (16.365423326993515 48.177167903802044),6553403,,10,Pernerstorfergasse 77,8,0
FAHRRADABSTELLANLAGEOGD.6553404,POINT (16.379787406352566 48.173671534243184),6553404,,10,Laaer-Berg-Straße 1,18,0
FAHRRADABSTELLANLAGEOGD.6553405,POINT (16.375975728805507 48.17388564457012),6553405,,10,Rotenhofgasse 7,8,0
FAHRRADABSTELLANLAGEOGD.6553406,POINT (16.43259047525766 48.244653097667296),6553406,,22,"Straße der Menschenrechte 1, Schule",10,0
FAHRRADABSTELLANLAGEOGD.6553407,POINT (16.378121129634412 48.17466405366571),6553407,,10,Reumannplatz ggü. 17,8,0
FAHRRADABSTELLANLAGEOGD.6553408,POINT (16.278380133748033 48.192393255669494),6553408,,14,Hadikgasse - Preindl-Steg,6,0
FAHRRADABSTELLANLAGEOGD.6553409,POINT (16.38606642841302 48.24047251680964),6553409,,20,Wehlistraße 55,8,0
FAHRRADABSTELLANLAGEOGD.6553410,POINT (16.464922655651826 48.2352542827248),6553410,,22,Hirschstettner Straße 91A,2,0
FAHRRADABSTELLANLAGEOGD.6553411,POINT (16.2739864463318 48.175571051459556),6553411,,13,"Wolkersbergenstraße ggü. 120, Endstation Linie 62",14,0
FAHRRADABSTELLANLAGEOGD.6553412,POINT (16.436570870998537 48.24684608785499),6553412,,22,Steigenteschgasse 1,12,0
FAHRRADABSTELLANLAGEOGD.6553413,POINT (16.387415082247948 48.20163049288316),6553413,,3,Ungargasse 29,4,0
FAHRRADABSTELLANLAGEOGD.6553414,POINT (16.38387798169501 48.197222623788655),6553414,,3,"Jauresgasse 9, Reisnerstraße",6,0
FAHRRADABSTELLANLAGEOGD.6553415,POINT (16.314410594832985 48.19805769340297),6553415,,15,Meiselstraße 48,6,0
FAHRRADABSTELLANLAGEOGD.6553416,POINT (16.364322090453285 48.22018834108026),6553416,,9,Servitengasse 8,8,0
FAHRRADABSTELLANLAGEOGD.6553417,POINT (16.352828390089275 48.22396524498526),6553417,,9,Bleichergasse 6,6,0
FAHRRADABSTELLANLAGEOGD.6553418,POINT (16.362808039154544 48.2281784806211),6553418,,9,Gussenbauergasse 6,6,0
FAHRRADABSTELLANLAGEOGD.6553419,POINT (16.40523276710926 48.25074934005224),6553419,,21,Mühlschüttelgasse 21,4,0
FAHRRADABSTELLANLAGEOGD.6553420,POINT (16.362779455387308 48.218360618416305),6553420,,9,Berggasse 16,6,0
FAHRRADABSTELLANLAGEOGD.6553421,POINT (16.356033058141957 48.22836814784245),6553421,,9,Liechtensteinstraße 111-115,4,0
FAHRRADABSTELLANLAGEOGD.6553422,POINT (16.338632128180162 48.220331357100676),6553422,,18,Dempschergasse 3,10,0
FAHRRADABSTELLANLAGEOGD.6553423,POINT (16.325525141132193 48.185179056236315),6553423,,15,Rauchfangkehrergasse 41,6,0
FAHRRADABSTELLANLAGEOGD.6553424,POINT (16.32714798250001 48.19834220378389),6553424,,15,Stättermayergasse 26,8,0
FAHRRADABSTELLANLAGEOGD.6553425,POINT (16.35099159968187 48.22351792100985),6553425,,9,Prechtlgasse,24,0
FAHRRADABSTELLANLAGEOGD.6553426,POINT (16.253775514226703 48.198901419724265),6553426,,13,Auhofstraße 254,6,0
FAHRRADABSTELLANLAGEOGD.6553427,POINT (16.343267994892514 48.20171035389045),6553427,,7,Schottenfeldgasse 46,6,0
FAHRRADABSTELLANLAGEOGD.6553428,POINT (16.33311283454658 48.225698548351474),6553428,,18,Kreuzgasse 68,8,0
FAHRRADABSTELLANLAGEOGD.6553429,POINT (16.342264440614485 48.20187615253586),6553429,,7,Westbahnstraße 40,8,0
FAHRRADABSTELLANLAGEOGD.6553430,POINT (16.33954887722749 48.21406754225309),6553430,,17,Thelemangasse 1,8,0
FAHRRADABSTELLANLAGEOGD.6553431,POINT (16.36278342973382 48.224313874455106),6553431,,9,Glasergasse 8,16,0
FAHRRADABSTELLANLAGEOGD.6553432,POINT (16.344388296607235 48.201866958946354),6553432,,7,Westbahnstraße 28,8,0
FAHRRADABSTELLANLAGEOGD.6553433,POINT (16.320216087591252 48.22154276045238),6553433,,17,Wurlitzergasse 93,6,0
FAHRRADABSTELLANLAGEOGD.6553434,POINT (16.29457672462668 48.18946753615217),6553434,,13,"Hietzinger Kai 59, Hietzinger Kai-Steg",12,1
FAHRRADABSTELLANLAGEOGD.6553435,POINT (16.285464594842566 48.16936772824145),6553435,,13,Speisinger Straße 41,8,0
FAHRRADABSTELLANLAGEOGD.6553436,POINT (16.336521183363857 48.195007068271636),6553436,,15,Fuchsgasse 1,16,0
FAHRRADABSTELLANLAGEOGD.6553437,POINT (16.361433194084672 48.21536770289687),6553437,,9,Kolingasse 1,22,0
FAHRRADABSTELLANLAGEOGD.6553438,POINT (16.362920219582524 48.21510585070834),6553438,,9,"Maria-Theresien-Straße 5, Wasagasse",4,0
FAHRRADABSTELLANLAGEOGD.6553439,POINT (16.36460310254088 48.215968614422586),6553439,,9,Peregringasse 1,8,0
FAHRRADABSTELLANLAGEOGD.6553440,POINT (16.397335934826707 48.17711509886247),6553440,,3,Schlechtastraße 4,6,0
FAHRRADABSTELLANLAGEOGD.6553441,POINT (16.374344438201028 48.248640068111115),6553441,,20,Robert-Blum-Gasse 2,8,0
FAHRRADABSTELLANLAGEOGD.6553442,POINT (16.370233829900297 48.21367765108602),6553442,,1,Concordiaplatz 3,6,0
FAHRRADABSTELLANLAGEOGD.6553443,POINT (16.3554217501781 48.22912445681163),6553443,,9,"Nußgasse, Vereinsstiege",6,0
FAHRRADABSTELLANLAGEOGD.6553444,POINT (16.359167412737072 48.227426936150756),6553444,,9,Lichtentaler Gasse 20,8,0
FAHRRADABSTELLANLAGEOGD.6553445,POINT (16.37269615528432 48.190288126012554),6553445,,4,Belvederegasse 39,2,0
FAHRRADABSTELLANLAGEOGD.6553446,POINT (16.391067356668902 48.1868397831525),6553446,,3,Kelsenstraße 1,6,0
FAHRRADABSTELLANLAGEOGD.6553447,POINT (16.39177671467323 48.19506790626924),6553447,,3,Boerhaavegasse 8a,6,0
FAHRRADABSTELLANLAGEOGD.6553448,POINT (16.341958473595994 48.20187874950684),6553448,,7,Westbahnstraße 40,8,0
FAHRRADABSTELLANLAGEOGD.6553449,POINT (16.37283068184879 48.1886466856143),6553449,,4,Favoritenstraße 33,4,0
FAHRRADABSTELLANLAGEOGD.6553450,POINT (16.39499071034282 48.24664745510314),6553450,,21,"Busumkehrplatz Neue Donau, U/6-Station Neue Donau",40,1
FAHRRADABSTELLANLAGEOGD.6553451,POINT (16.381481756078976 48.20154260900746),6553451,,3,Beatrixgasse 28,10,0
FAHRRADABSTELLANLAGEOGD.6553452,POINT (16.375053128962406 48.17656893242847),6553452,,10,"Pernerstorfergasse 30-32, Schule",10,0
FAHRRADABSTELLANLAGEOGD.6553453,POINT (16.369415752754435 48.23390976772577),6553453,,20,Pappenheimgasse  33,6,0
FAHRRADABSTELLANLAGEOGD.6553454,POINT (16.321673846898797 48.207221605439315),6553454,,16,Herbststraße 86,4,0
FAHRRADABSTELLANLAGEOGD.6553455,POINT (16.391441898100386 48.19323219724724),6553455,,3,Rennweg 46-50,6,0
FAHRRADABSTELLANLAGEOGD.6553456,POINT (16.39322280643489 48.20268388264583),6553456,,3,Erdbergstraße ggü. 6,6,0
FAHRRADABSTELLANLAGEOGD.6553457,POINT (16.338336380485053 48.208505682031756),6553457,,16,"Lerchenfelder Gürtel ggü. 36, U/6-Station Thaliastraße",6,0
FAHRRADABSTELLANLAGEOGD.6553458,POINT (16.339864578760018 48.17945786381762),6553458,,12,Längenfeldgasse 28,6,0
FAHRRADABSTELLANLAGEOGD.6553459,POINT (16.331749660014566 48.1699162222607),6553459,,12,Lehrbachgasse 13,8,0
FAHRRADABSTELLANLAGEOGD.6553460,POINT (16.273362317816915 48.19875904667261),6553460,,14,Hütteldorfer Straße 268-274,4,0
FAHRRADABSTELLANLAGEOGD.6553461,POINT (16.332550521610962 48.17025678055407),6553461,,12,Wagenseilgasse 3,14,0
FAHRRADABSTELLANLAGEOGD.6553462,POINT (16.378679469702757 48.23660744410175),6553462,,20,"Hellwagstraße 5, ggü. Leithastraße",8,0
FAHRRADABSTELLANLAGEOGD.6553463,POINT (16.332080382250396 48.17114075299468),6553463,,12,Lehrbachgasse 3,10,0
FAHRRADABSTELLANLAGEOGD.6553464,POINT (16.359357230567877 48.22740361998997),6553464,,9,Badgasse 8,8,0
FAHRRADABSTELLANLAGEOGD.6553465,POINT (16.376329505048258 48.1842003800852),6553465,,10,"Am Hauptbahnhof 2, Sonnwendgasse",26,0
FAHRRADABSTELLANLAGEOGD.6553466,POINT (16.332416565091016 48.18120813780868),6553466,,12,Niederhofstraße 21-23/2,8,0
FAHRRADABSTELLANLAGEOGD.6553467,POINT (16.357554708236453 48.214236225244875),6553467,,9,"Universitätsstraße 7, Universität",20,0
FAHRRADABSTELLANLAGEOGD.6553468,POINT (16.375516352187905 48.21996485281631),6553468,,2,Malzgasse 3,6,0
FAHRRADABSTELLANLAGEOGD.6553469,POINT (16.375678990466927 48.21994581503758),6553469,,2,Malzgasse 8,6,0
FAHRRADABSTELLANLAGEOGD.6553470,POINT (16.268229626130545 48.14814008561402),6553470,,23,Geßlgasse 10,8,0
FAHRRADABSTELLANLAGEOGD.6553471,POINT (16.402282579396118 48.224054428210096),6553471,,2,Lassallestraße 42,12,0
FAHRRADABSTELLANLAGEOGD.6553472,POINT (16.344458407238115 48.229476606776316),6553472,,18,Michaelerstraße 35,6,0
FAHRRADABSTELLANLAGEOGD.6553473,POINT (16.400585957457828 48.19729258590306),6553473,,3,"Kardinal-Nagl-Platz ggü. 9, U3-Station",6,0
FAHRRADABSTELLANLAGEOGD.6553474,POINT (16.50103235810908 48.275803883416245),6553474,,22,Friedhofweg 332,6,0
FAHRRADABSTELLANLAGEOGD.6553475,POINT (16.375741065935507 48.245107659848586),6553475,,20,Leystraße 20A,10,0
FAHRRADABSTELLANLAGEOGD.6553476,POINT (16.363325933858654 48.231346768483135),6553476,,20,Brigittenauer Lände 66,8,0
FAHRRADABSTELLANLAGEOGD.6553477,POINT (16.383725201801695 48.242464347110925),6553477,,20,"Stromstraße 53, Wehlistraße",16,0
FAHRRADABSTELLANLAGEOGD.6553478,POINT (16.30657463614311 48.16329080326323),6553478,,12,"Altmannsdorfer Anger, Schloßpark",8,0
FAHRRADABSTELLANLAGEOGD.6553479,POINT (16.33087731290846 48.181737147749296),6553479,,12,Arndtstraße 85,6,0
FAHRRADABSTELLANLAGEOGD.6553480,POINT (16.337657691308177 48.180761392577644),6553480,,12,Böckhgasse 11,8,0
FAHRRADABSTELLANLAGEOGD.6553481,POINT (16.313748570420607 48.16591410271617),6553481,,12,"Hetzendorfer Straße, Aufgang S-Bahnhof",16,0
FAHRRADABSTELLANLAGEOGD.6553482,POINT (16.33415069539684 48.184475090339625),6553482,,12,"Bruno-Pittermann-Platz, U-Bahn Storchensteg",34,1
FAHRRADABSTELLANLAGEOGD.6553483,POINT (16.331094456096935 48.18052049315787),6553483,,12,"Vivenotgasse, U6-Station Niederhofstraße",8,0
FAHRRADABSTELLANLAGEOGD.6553484,POINT (16.304883771629534 48.1650640710116),6553484,,12,"Rohrwassergasse, Margarete-Seemann-Weg",8,0
FAHRRADABSTELLANLAGEOGD.6553485,POINT (16.315941038681146 48.167186106278734),6553485,,12,"Altmannsdorfer Straße, Zugang S-Bahnhof",8,0
FAHRRADABSTELLANLAGEOGD.6553486,POINT (16.328282084144874 48.16524579575333),6553486,,12,"Tscherttegasse, U6-Station",22,0
FAHRRADABSTELLANLAGEOGD.6553487,POINT (16.331681792979577 48.18334863096682),6553487,,12,Grieshofgasse 2,8,0
FAHRRADABSTELLANLAGEOGD.6553488,POINT (16.3045313383535 48.1679323076082),6553488,,12,Hetzendorfer Straße 109,8,0
FAHRRADABSTELLANLAGEOGD.6553489,POINT (16.40145605276075 48.13889168200011),6553489,,10,August-Kronberger-Gasse 1A,6,0
FAHRRADABSTELLANLAGEOGD.6553490,POINT (16.35095218122171 48.19029688040999),6553490,,6,Anilingasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6553491,POINT (16.39216955595663 48.18663927087604),6553491,,3,Kelsenstraße 5,6,0
FAHRRADABSTELLANLAGEOGD.6553492,POINT (16.360168951184964 48.21941644461073),6553492,,9,Dietrichsteingasse 8,8,0
FAHRRADABSTELLANLAGEOGD.6553493,POINT (16.35927872432269 48.22738303332359),6553493,,9,Badgasse 13,8,0
FAHRRADABSTELLANLAGEOGD.6553494,POINT (16.361333838011006 48.228091307692566),6553494,,9,Nordbergstraße ggü. 14,6,0
FAHRRADABSTELLANLAGEOGD.6553495,POINT (16.337330422348458 48.19113044582645),6553495,,15,"Mariahilfer Gürtel ggü. 9, ggü. Clementinengasse",8,0
FAHRRADABSTELLANLAGEOGD.6553496,POINT (16.36142009942726 48.22786430965635),6553496,,9,"Nordbergstraße, ggü. Wasserburgergasse",6,0
FAHRRADABSTELLANLAGEOGD.6553497,POINT (16.36156548376049 48.22615147140588),6553497,,9,Julius-Tandler-Platz 3,6,0
FAHRRADABSTELLANLAGEOGD.6553498,POINT (16.36112581756586 48.22871549835394),6553498,,9,"Nordbergstraße 15 , ggü.Tepserngasse",8,0
FAHRRADABSTELLANLAGEOGD.6553499,POINT (16.36168673358393 48.22735006868786),6553499,,9,Nordbergstraße 10,6,0
FAHRRADABSTELLANLAGEOGD.6553500,POINT (16.350921870314952 48.225293704605846),6553500,,9,Lustkandlgasse zw. 8 u. 10,8,0
FAHRRADABSTELLANLAGEOGD.6553501,POINT (16.36001146405696 48.21938275741675),6553501,,9,Dietrichsteingasse 6,8,0
FAHRRADABSTELLANLAGEOGD.6553502,POINT (16.368852777765202 48.199345296244466),6553502,,4,Karlsplatz 14,6,0
FAHRRADABSTELLANLAGEOGD.6553503,POINT (16.353222754208446 48.20650264070418),6553503,,7,Lerchenfelder Straße 9-11,8,0
FAHRRADABSTELLANLAGEOGD.6553504,POINT (16.352447366288207 48.17999347755351),6553504,,5,"Margaretengürtel - Parkplatz Mittelzone, ggü. 41-45",8,0
FAHRRADABSTELLANLAGEOGD.6553505,POINT (16.326233986000407 48.16570063858878),6553505,,12,Gertrude-Wondrack-Platz ggü. 3,6,0
FAHRRADABSTELLANLAGEOGD.6553506,POINT (16.361477224038214 48.21286119724295),6553506,,1,Universitätsring  ggü. 10,8,0
FAHRRADABSTELLANLAGEOGD.6553507,POINT (16.354521722251754 48.19788848682053),6553507,,6,"Windmühlgasse, Fritz-Grünbaum-Platz",16,0
FAHRRADABSTELLANLAGEOGD.6553508,POINT (16.33735862498042 48.2031087947106),6553508,,7,"Neubaugürtel 46, Urban-Loritz-Platz",24,1
FAHRRADABSTELLANLAGEOGD.6553509,POINT (16.343297004209692 48.189755750268844),6553509,,6,Mollardgasse 66,10,0
FAHRRADABSTELLANLAGEOGD.6553510,POINT (16.354869741759533 48.19747234504817),6553510,,6,Luftbadgasse 12,8,0
FAHRRADABSTELLANLAGEOGD.6553511,POINT (16.344186327170785 48.197085600983705),6553511,,7,Schottenfeldgasse 2-4,10,0
FAHRRADABSTELLANLAGEOGD.6553512,POINT (16.35862812823556 48.19905664158047),6553512,,6,Gumpendorfer Straße 28,6,0
FAHRRADABSTELLANLAGEOGD.6553513,POINT (16.415482628826556 48.232318679489836),6553513,,22,"Platz-der-Vereinten-Nationen, ggü. Auffahrt A22",16,1
FAHRRADABSTELLANLAGEOGD.6553514,POINT (16.37157074281563 48.19118991570811),6553514,,4,Theresianumgasse ggü. 35,6,0
FAHRRADABSTELLANLAGEOGD.6553515,POINT (16.36630633338804 48.25163347548089),6553515,,19,Halteraugasse 1,4,0
FAHRRADABSTELLANLAGEOGD.6553516,POINT (16.36896477776197 48.187719679214666),6553516,,4,Schönburgstraße 30,6,0
FAHRRADABSTELLANLAGEOGD.6553517,POINT (16.365229520680334 48.19827721399431),6553517,,4,"Mühlgasse 7, Kühnplatz",8,0
FAHRRADABSTELLANLAGEOGD.6553518,POINT (16.337111043100712 48.20287537155385),6553518,,15,Neubaugürtel ggü. 37,24,1
FAHRRADABSTELLANLAGEOGD.6553519,POINT (16.424021113043086 48.23784643656709),6553519,,22,Arbeiterstrandbadstraße U1,14,1
FAHRRADABSTELLANLAGEOGD.6553520,POINT (16.443843720327987 48.25099372500739),6553520,,22,"Wagramer Straße bei 145, U1-Kagraner Platz",24,0
FAHRRADABSTELLANLAGEOGD.6553521,POINT (16.35696846395156 48.21432088085835),6553521,,9,Unversitätsstraße 9,6,0
FAHRRADABSTELLANLAGEOGD.6553522,POINT (16.317442902815653 48.22137740247347),6553522,,16,Stöberplatz 2,6,0
FAHRRADABSTELLANLAGEOGD.6553523,POINT (16.283842010047564 48.134525733783335),6553523,,23,Liesinger Platz 2A,5,0
FAHRRADABSTELLANLAGEOGD.6553524,POINT (16.355158824721634 48.21596283116252),6553524,,9,Otto-Wagner-Platz ggü. 4,8,0
FAHRRADABSTELLANLAGEOGD.6553525,POINT (16.338805282879953 48.211744810294306),6553525,,16,"Lerchenfelder Gürtel ggü. 57, U6 Josefsstadt",12,0
FAHRRADABSTELLANLAGEOGD.6553526,POINT (16.333790005316967 48.20665337888154),6553526,,16,Ludo-Hartmann-Platz 7,20,0
FAHRRADABSTELLANLAGEOGD.6553527,POINT (16.369402600254187 48.19925521779236),6553527,,4,Karlsplatz 13 - TU Wien,8,0
FAHRRADABSTELLANLAGEOGD.6553528,POINT (16.284215579354736 48.19490939159812),6553528,,14,Linzer Straße 253,4,0
FAHRRADABSTELLANLAGEOGD.6553529,POINT (16.379809050800155 48.23719574976116),6553529,,20,Hellwagstraße 11,6,0
FAHRRADABSTELLANLAGEOGD.6553530,POINT (16.361278109080555 48.19961487539111),6553530,,6,Lehargasse 17,10,0
FAHRRADABSTELLANLAGEOGD.6553531,POINT (16.337004120180552 48.20401408498227),6553531,,15,"Neubaugürtel ggü. 49, U6-Station Burggasse",12,0
FAHRRADABSTELLANLAGEOGD.6553532,POINT (16.35903317014201 48.19706674161462),6553532,,6,Kettenbrücke,8,0
FAHRRADABSTELLANLAGEOGD.6553533,POINT (16.371308197500433 48.19824424709206),6553533,,4,"Argentinierstraße ggü. 2, Karlskirche",8,0
FAHRRADABSTELLANLAGEOGD.6553534,POINT (16.35769285131338 48.21263591584513),6553534,,1,Grillparzerstraße 8,4,0
FAHRRADABSTELLANLAGEOGD.6553535,POINT (16.371413318622885 48.19792362400496),6553535,,4,Argentinierstraße 4-6,8,0
FAHRRADABSTELLANLAGEOGD.6553536,POINT (16.37321097816796 48.19881198203949),6553536,,4,Symphonikerstraße 1,8,0
FAHRRADABSTELLANLAGEOGD.6553537,POINT (16.3152903965739 48.20147310768784),6553537,,15,Tautenhayngasse 23,4,0
FAHRRADABSTELLANLAGEOGD.6553538,POINT (16.37138189090991 48.19097511340897),6553538,,4,"Favoritenstraße 40, Theresianumgasse",4,0
FAHRRADABSTELLANLAGEOGD.6553539,POINT (16.354488068616103 48.232889780685895),6553539,,19,Döblinger Gürtel ggü. 5,5,0
FAHRRADABSTELLANLAGEOGD.6553540,POINT (16.331383562761015 48.206925511533655),6553540,,16,Koppstraße 23,4,0
FAHRRADABSTELLANLAGEOGD.6553541,POINT (16.366968182988465 48.196473229159466),6553541,,4,Schleifmühlgasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6553542,POINT (16.280037569114654 48.20675751874884),6553542,,14,Baumgartner Höhe ggü. 1,6,0
FAHRRADABSTELLANLAGEOGD.6553543,POINT (16.365768687281495 48.19503436190629),6553543,,4,"Schäffergasse 1, Waaggasse",10,0
FAHRRADABSTELLANLAGEOGD.6553544,POINT (16.36953732302356 48.2451059918729),6553544,,20,"Brigittenauer Lände 224, Rechts vom Eingang",20,0
FAHRRADABSTELLANLAGEOGD.6553545,POINT (16.378794544812084 48.240129281683025),6553545,,20,"Pasettistraße, Stromstraße",16,0
FAHRRADABSTELLANLAGEOGD.6553546,POINT (16.37542746797391 48.19695205427592),6553546,,4,"Wohllebengasse 2, Prinz Eugen Straße",6,0
FAHRRADABSTELLANLAGEOGD.6553547,POINT (16.36477557069958 48.19782065237091),6553547,,4,Kühnplatz 5,8,0
FAHRRADABSTELLANLAGEOGD.6553548,POINT (16.474856898396848 48.213365247046575),6553548,,22,"Wulzendorfstraße 89, Tönsbergweg",6,0
FAHRRADABSTELLANLAGEOGD.6553549,POINT (16.366906527657516 48.19504749075631),6553549,,4,Wiedner Hauptstraße 36,18,0
FAHRRADABSTELLANLAGEOGD.6553550,POINT (16.365486879079434 48.19687947548002),6553550,,4,Margaretenstraße 18,4,0
FAHRRADABSTELLANLAGEOGD.6553551,POINT (16.364336337848922 48.195974006789065),6553551,,4,Margaretenstraße 32,4,0
FAHRRADABSTELLANLAGEOGD.6553552,POINT (16.356533581409607 48.20632464207617),6553552,,7,"Museumstraße 12, Richtung Schmerlingplatz",6,0
FAHRRADABSTELLANLAGEOGD.6553553,POINT (16.362261882312172 48.197527754209226),6553553,,4,Rechte Wienzeile 25-27,8,0
FAHRRADABSTELLANLAGEOGD.6553554,POINT (16.365136061365607 48.219097575274944),6553554,,9,Berggasse 29,8,0
FAHRRADABSTELLANLAGEOGD.6553555,POINT (16.36945268174339 48.19924176559754),6553555,,4,"Karlsplatz 13 - TU Wien, Treitlstraße U-Bahnstation",8,0
FAHRRADABSTELLANLAGEOGD.6553556,POINT (16.3654662687862 48.196851286940266),6553556,,4,Margaretenstraße 18,8,0
FAHRRADABSTELLANLAGEOGD.6553557,POINT (16.37263994474238 48.19760445776976),6553557,,4,Gußhausstraße 15,6,0
FAHRRADABSTELLANLAGEOGD.6553558,POINT (16.367272649720785 48.19356832494228),6553558,,4,"Wiedner Hauptstraße 41, Schlüsselgasse",4,0
FAHRRADABSTELLANLAGEOGD.6553559,POINT (16.36526790234145 48.19635710498479),6553559,,4,"Paulanergasse 16, Margaretenstraße",4,0
FAHRRADABSTELLANLAGEOGD.6553560,POINT (16.36566549540769 48.196085392431975),6553560,,4,Paulanergasse 15,8,0
FAHRRADABSTELLANLAGEOGD.6553561,POINT (16.372853488867445 48.19560399679055),6553561,,4,Argentinierstraße 21,10,0
FAHRRADABSTELLANLAGEOGD.6553562,POINT (16.382840072840718 48.20060125536575),6553562,,3,Am Modenapark 1-2,6,0
FAHRRADABSTELLANLAGEOGD.6553563,POINT (16.36202866632299 48.19739792305575),6553563,,4,"Rechte Wienzeile, Preßgasse",6,0
FAHRRADABSTELLANLAGEOGD.6553564,POINT (16.365986150171548 48.19722604790958),6553564,,4,Margaretenstraße 9,6,0
FAHRRADABSTELLANLAGEOGD.6553565,POINT (16.340846834875137 48.21472649181041),6553565,,8,Hernalser Gürtel ggü. 18,4,0
FAHRRADABSTELLANLAGEOGD.6553566,POINT (16.36708738504096 48.19403265742301),6553566,,4,Wiedner Hauptstraße 40,6,0
FAHRRADABSTELLANLAGEOGD.6553567,POINT (16.369141040797277 48.19387815956634),6553567,,4,Brahmsplatz ggü.7,8,0
FAHRRADABSTELLANLAGEOGD.6553568,POINT (16.364833184651296 48.19776570281757),6553568,,4,Kühnplatz ggü. 4,8,0
FAHRRADABSTELLANLAGEOGD.6553569,POINT (16.366672811478324 48.199300514372744),6553569,,4,"Operngasse 13-15, Resselgasse",6,0
FAHRRADABSTELLANLAGEOGD.6553570,POINT (16.36339928167216 48.19362867238905),6553570,,4,Schäffergasse 17,4,0
FAHRRADABSTELLANLAGEOGD.6553571,POINT (16.365925848389118 48.19672994260558),6553571,,4,Schleifmühlgasse 7,12,0
FAHRRADABSTELLANLAGEOGD.6553572,POINT (16.374649684981637 48.19076353936294),6553572,,4,Belvederegasse 25,6,0
FAHRRADABSTELLANLAGEOGD.6553573,POINT (16.36102178483775 48.21372418284453),6553573,,1,Universitätsstraße 1,20,0
FAHRRADABSTELLANLAGEOGD.6553574,POINT (16.36534609366888 48.191213066358834),6553574,,4,"Rubensgasse 7, Rubenspark",8,0
FAHRRADABSTELLANLAGEOGD.6553575,POINT (16.36719030158554 48.19506704129103),6553575,,4,Wiedner Hauptstraße 31,4,0
FAHRRADABSTELLANLAGEOGD.6553576,POINT (16.36782611754713 48.185010825878784),6553576,,4,Schelleingasse 54,4,0
FAHRRADABSTELLANLAGEOGD.6553577,POINT (16.36974060427021 48.196840698219475),6553577,,4,Karlsgasse 15,8,0
